streamerId,install_date,registration_date,gender,streamer_type,followers,coins_earned_all_time,avg_stream_duration,avg_watchers_per_stream,avg_earned_coins_per_stream
6337ae5f94c9c82f2a4994ed,2022-10-01,2022-10-01,male,Individual,,0,1,0,0
63387ce208aa4f2581ac9fe7,2022-10-01,2022-10-01,female,Individual,,0,1,19,0
633b43f494c9c82f2a4a9cc2,2022-10-03,2022-10-03,female,Individual,,0,1,3.5,0
6337141608aa4f2581ac3872,2022-09-30,2022-09-30,male,Individual,2,0,7,33,0
6337eb8494c9c82f2a49a396,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,2,0
62912018030120de68386a4c,2022-05-27,2022-05-27,male,Individual,,0,7.76,20.08,0
6339d79994c9c82f2a4a375c,2022-10-02,2022-10-02,female,Individual,,0,1,0,0
633a0bb508aa4f2581ad161a,2022-10-02,2022-10-02,male,Individual,2,0,2.33,14.67,0
633ad51708aa4f2581ad4c43,2022-10-03,2022-10-03,iPreferNotToSay,Individual,3,0,2,17,0
633b190b94c9c82f2a4a8ec0,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,1,0
633697d238c52fb3346eb094,2022-09-30,2022-10-01,male,Individual,,0,1.5,1.5,0
6339bb8594c9c82f2a4a2d67,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,0,0
63367d4e38c52fb3346eacee,2022-09-30,2022-10-01,female,Individual,8,0,3,4,0
63346e4a38c52fb3346e603c,2022-09-28,2022-09-28,male,Individual,61,1428,14.44,48.48,57.12
633b299d08aa4f2581ad60bc,2022-10-03,2022-10-03,female,Individual,1,0,1.5,12,0
6338a02d94c9c82f2a49d327,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,1,0
633842e494c9c82f2a49b6b9,2022-10-01,2022-10-01,iPreferNotToSay,Individual,4,0,3.83,62.83,0
62964ea103012009063b3d59,2022-05-31,2022-05-31,female,Individual,6,0,1.33,7.33,0
63367a8130b4f027e73ae8e9,2022-09-30,2022-09-30,female,Individual,90,0,4.67,43.25,0
6259e1dd37bd994e139fa368,2022-04-15,2022-04-15,female,Individual,,0,1,2,0
633b31eb08aa4f2581ad62ec,2022-10-03,2022-10-03,female,Individual,10,0,1,4,0
6339e27d94c9c82f2a4a3aca,2022-10-02,2022-10-02,male,Individual,,0,1,1,0
632de7a6127d393acf87b237,2022-09-23,2022-09-23,female,Official,112,299,62.5,304,149.5
62fe762e0632b3141c2e44ee,2022-08-18,2022-09-27,female,Individual,11,0,2,16.8,0
633ac2bf94c9c82f2a4a7af5,2022-10-03,2022-10-03,male,Individual,,0,3,9,0
633b369108aa4f2581ad6436,2022-10-03,2022-10-03,male,Individual,,0,2,10,0
63387d4b08aa4f2581ac9fff,2022-10-01,2022-10-01,male,Individual,,0,1,3,0
633af49794c9c82f2a4a8630,2022-10-03,2022-10-03,male,Individual,,0,2,5,0
633a09d694c9c82f2a4a4d43,2022-10-02,2022-10-02,male,Individual,1,0,1,0,0
633b34da94c9c82f2a4a972b,2022-10-03,2022-10-03,female,Individual,,0,1,13.5,0
6338391b08aa4f2581ac8bae,2022-10-01,2022-10-01,iPreferNotToSay,Individual,1,0,1,0,0
633a1c6808aa4f2581ad1bdd,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,11,49,0
6337331b94c9c82f2a496e89,2022-09-30,2022-09-30,iPreferNotToSay,Individual,82,56,2.79,26.24,0.84
6338d2ea08aa4f2581acbbc9,2022-10-01,2022-10-01,male,Individual,9,0,2.43,8.71,0
633a6d4108aa4f2581ad35fd,2022-10-03,2022-10-03,iPreferNotToSay,Individual,16,35,16.67,96.67,11.67
6339070994c9c82f2a49ef65,2022-10-02,2022-10-02,iPreferNotToSay,Individual,5,0,2,17.6,0
633a704b94c9c82f2a4a69a7,2022-10-03,2022-10-03,male,Individual,,0,1,0.5,0
63384c1e08aa4f2581ac907a,2022-10-01,2022-10-01,female,Individual,21,0,2.75,22.25,0
63342188d177d1686806ce11,2022-09-28,2022-09-29,male,Individual,423,0,8.73,22.91,0
633b70b194c9c82f2a4aac88,2022-10-03,2022-10-03,male,Individual,,0,1,0.5,0
63368c1e38c52fb3346eaf91,2022-09-30,2022-09-30,iPreferNotToSay,Individual,,0,1,2.5,0
6337973e94c9c82f2a498e4a,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,3,15,0
62c1467ffd0f998c0679beb8,2022-07-03,2022-07-03,female,Official,4435,15915,34.12,137.64,102.34
6338361108aa4f2581ac8b08,2022-10-01,2022-10-01,female,Individual,14,0,7,74,0
62a7d679e7b3845040890e2c,2022-06-14,2022-06-15,female,Official,9893,48845,1.22,3.48,6.41
633aaaa894c9c82f2a4a7546,2022-10-03,2022-10-03,male,Individual,,0,4.5,11.5,0
633a38f394c9c82f2a4a5b92,2022-10-03,2022-10-03,male,Individual,,0,1,4,0
6335715430b4f027e73ac426,2022-09-29,2022-09-29,iPreferNotToSay,Individual,1,0,6,46,0
633930e894c9c82f2a4a0dff,2022-10-02,2022-10-02,male,Individual,1,0,1,2,0
6339133094c9c82f2a49f2c1,2022-10-02,2022-10-02,male,Individual,,0,1,0,0
633a4e5c08aa4f2581ad2c65,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,3,15,0
6337be3008aa4f2581ac7141,2022-10-01,2022-10-01,female,Individual,23,0,7,87,0
6334609730b4f027e73a9923,2022-09-28,2022-09-28,female,Official,,0,3,23.5,0
63385d1894c9c82f2a49bda5,2022-10-01,2022-10-01,female,Individual,136,53,6.33,135.05,2.52
6338cd5094c9c82f2a49e124,2022-10-01,2022-10-01,male,Individual,,0,1,3,0
633b20e508aa4f2581ad5da9,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,0,0
626c5b55cbde3a81a8fca7b1,2022-04-29,2022-04-29,iPreferNotToSay,Individual,21,0,2.43,9.61,0
629dcaf2030120a0d73e50ec,2022-06-06,2022-06-06,male,Individual,72,0,1.29,21,0
63397bee08aa4f2581ace52f,2022-10-02,2022-10-02,female,Official,238,15340,21.78,46.96,132.24
62cb4fb995d3ceadb26fcdab,2022-07-10,2022-10-02,male,Individual,,0,1,0,0
63391e7c08aa4f2581acd0a0,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,2,0
633388bed177d1007c06a477,2022-09-27,2022-09-27,female,Official,89016,871453,21.68,406.47,412.9
63397ac108aa4f2581ace4da,2022-10-02,2022-10-02,male,Individual,,0,4.33,15.67,0
63379b4c08aa4f2581ac62c2,2022-10-01,2022-10-01,male,Individual,,0,2,17,0
62cfb6a60e91c26cee677415,2022-07-14,2022-07-14,male,Individual,,0,1,1,0
6339a41108aa4f2581acefbe,2022-10-02,2022-10-02,iPreferNotToSay,Individual,242,1585,5.5,52.15,79.25
62bd1b9e0260816d2c916258,2022-06-30,2022-06-30,female,Official,18980,79614,4.48,43.47,24.86
633468ea30b4f027e73a9a5a,2022-09-28,2022-09-28,female,Official,128,21,43.45,156.55,1.91
633a889508aa4f2581ad3b5f,2022-10-03,2022-10-03,male,Individual,1,0,1,5,0
62064649c9b2860bd896d4ab,2022-02-11,2022-02-11,male,Official,918,9115,2.59,10.13,22.49
630387900632b394432f4a77,2022-08-22,2022-08-22,iPreferNotToSay,Individual,5,0,1,1,0
6339ec5394c9c82f2a4a4038,2022-10-02,2022-10-02,male,Individual,1,0,3,14,0
633917a494c9c82f2a49f42e,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,4,0
622f6859189009fd36a20f1b,2022-03-14,2022-03-20,female,Individual,59263,6810,18.77,107.91,28.88
6335628730b4f027e73ac2f4,2022-09-29,2022-09-29,male,Individual,,0,1,1,0
6335968b38c52fb3346e8a0b,2022-09-29,2022-09-29,female,Official,166,861,31.24,97.48,41
6339dd0994c9c82f2a4a390d,2022-10-02,2022-10-02,male,Individual,,0,3,20,0
6338ee8a94c9c82f2a49e974,2022-10-02,2022-10-02,male,Individual,1,0,3,12,0
62e14fb20eb43379667d5c67,2022-07-27,2022-07-27,iPreferNotToSay,Individual,,0,1,5.67,0
6338980f94c9c82f2a49d095,2022-10-01,2022-10-01,iPreferNotToSay,Individual,22,0,3.43,25.57,0
62c6f02bf902a1cdac989cd8,2022-07-07,2022-07-07,female,Individual,1884,4270,6.29,64.11,25.09
633a5f8f08aa4f2581ad314e,2022-10-03,2022-10-03,iPreferNotToSay,Individual,2,0,1,4,0
633b616694c9c82f2a4aa77b,2022-10-03,2022-10-03,male,Individual,,0,1,6,0
633b1fad08aa4f2581ad5d48,2022-10-03,2022-10-03,male,Individual,,0,2,6.5,0
63378f5808aa4f2581ac5f7d,2022-10-01,2022-10-01,male,Individual,,0,1.5,7,0
633883c294c9c82f2a49ca56,2022-10-01,2022-10-01,iPreferNotToSay,Individual,144,438,5.28,77.72,24.33
62e048faa51fb80ed38804cd,2022-07-26,2022-07-26,female,Official,10110,44050,1.5,7.35,8.86
6337b8fe94c9c82f2a499750,2022-10-01,2022-10-01,male,Individual,,0,1,0,0
63383df208aa4f2581ac8d33,2022-10-01,2022-10-01,female,Individual,5,0,6.5,48,0
633945af08aa4f2581acdb6d,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,5,0
633a598c08aa4f2581ad301b,2022-10-03,2022-10-03,male,Individual,3,0,1,5,0
633aa43094c9c82f2a4a73b9,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,0,0
6338635808aa4f2581ac9746,2022-10-01,2022-10-01,male,Individual,,0,1,1,0
633b061594c9c82f2a4a8a05,2022-10-03,2022-10-03,male,Individual,,0,1,1,0
6339e10a94c9c82f2a4a3a60,2022-10-02,2022-10-02,female,Individual,,0,1.33,5.67,0
633ac48194c9c82f2a4a7b59,2022-10-03,2022-10-03,iPreferNotToSay,Individual,1,0,1,1.4,0
62eeb047a92caa5afd51c2ce,2022-08-06,2022-10-03,iPreferNotToSay,Individual,,0,1,2,0
6339861794c9c82f2a4a2048,2022-10-02,2022-10-02,female,Official,,0,4,57.75,0
633b661894c9c82f2a4aa8b0,2022-10-03,2022-10-03,female,Individual,,0,2,14,0
633ac57094c9c82f2a4a7b8b,2022-10-03,2022-10-03,male,Individual,,0,1,3,0
633a3ca808aa4f2581ad267d,2022-10-03,2022-10-03,female,Official,7321,145170,7.5,95.83,108.58
632c36e2fafcf1d52e20a602,2022-09-22,2022-09-22,male,Individual,1,0,1,1,0
630d0f90b5f77222e86a4a71,2022-08-29,2022-08-29,female,Official,3398,34899,12.41,76.73,55.66
633882e494c9c82f2a49c9f9,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,6,0
63386ac294c9c82f2a49c1b1,2022-10-01,2022-10-01,female,Individual,323,435,4.7,93.52,10.88
633a374494c9c82f2a4a5ae1,2022-10-03,2022-10-03,female,Individual,29,1095,2.38,35.5,8.17
63393b4a08aa4f2581acd9c6,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,1,0
6338c6e394c9c82f2a49df95,2022-10-01,2022-10-01,male,Individual,,0,2,5.5,0
62bd276421d28f8c1c44a75e,2022-06-30,2022-06-30,male,Official,89632,748773,4.23,88.94,103.74
633a524408aa4f2581ad2db1,2022-10-03,2022-10-03,female,Official,60,0,5.44,52.33,0
633770a408aa4f2581ac5515,2022-09-30,2022-09-30,female,Individual,,0,1.67,34.17,0
63379b2d08aa4f2581ac62b2,2022-10-01,2022-10-01,female,Individual,76,0,12.75,111,0
633a3b9a94c9c82f2a4a5c7f,2022-10-03,2022-10-03,iPreferNotToSay,Individual,2,0,1.33,4,0
6338335b94c9c82f2a49b285,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,5,0
63334d09d177d14e850674cb,2022-09-27,2022-09-27,male,Individual,13,0,6,41.5,0
6339806208aa4f2581ace672,2022-10-02,2022-10-02,iPreferNotToSay,Official,698,5589,6.51,40.24,28.09
63399cce08aa4f2581acedf6,2022-10-02,2022-10-02,male,Individual,,0,1,1,0
6297348a030120ffa93b9049,2022-06-01,2022-07-19,female,Individual,25,108,8.25,58.75,27
62b4855657bc4e14d7bb2ef7,2022-06-23,2022-06-23,male,Individual,4,0,1.5,8.5,0
633b461808aa4f2581ad6ad1,2022-10-03,2022-10-03,female,Individual,8,0,2,51,0
6338ab9e94c9c82f2a49d6a5,2022-10-01,2022-10-01,male,Individual,1,0,1,3,0
633b6c5908aa4f2581ad76cd,2022-10-03,2022-10-03,female,Individual,27,0,6.5,66,0
633841ef08aa4f2581ac8e4c,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,2,30,0
63362a1030b4f027e73adf28,2022-09-29,2022-09-29,male,Individual,3,0,1.2,1,0
629e6b5cf5953b1bf056492e,2022-06-06,2022-06-06,male,Individual,4,0,4.5,34.5,0
6338e1b094c9c82f2a49e582,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,7.8,48.4,0
633a074394c9c82f2a4a4c6f,2022-10-02,2022-10-02,female,Individual,,0,9,100,0
633b28f708aa4f2581ad6088,2022-10-03,2022-10-03,female,Individual,49,7,3.55,34.64,0.64
632f239a127d39f3a38841b1,2022-09-24,2022-09-25,iPreferNotToSay,Individual,5,0,24,89,0
6339f8d394c9c82f2a4a46ea,2022-10-02,2022-10-02,male,Individual,,0,1,0,0
632d5103db77218331d60d7b,2022-09-23,2022-09-23,iPreferNotToSay,Individual,72,0,9.33,86.5,0
62c43394934b5eb27df0d11d,2022-07-05,2022-07-05,iPreferNotToSay,Individual,1,0,0.5,0,0
6253fbbae4d2a7cc031e8f03,2022-04-11,2022-04-11,female,Individual,17,31,8.05,43.2,4.15
633a3d3808aa4f2581ad26c2,2022-10-03,2022-10-03,male,Individual,1,0,3.71,21.14,0
6331859ed177d14029060845,2022-09-26,2022-09-26,female,Individual,49,237,15.47,109.21,12.47
63397f3608aa4f2581ace62d,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,0,0
6339969c08aa4f2581acebeb,2022-10-02,2022-10-02,female,Individual,,0,1,0,0
630f72a7f613be6d93b5d36b,2022-08-31,2022-08-31,male,Individual,89,0,3.8,23.2,0
63379f9208aa4f2581ac643e,2022-10-01,2022-10-01,iPreferNotToSay,Individual,630,198,4.08,68.67,2.15
63385a7494c9c82f2a49bd02,2022-10-01,2022-10-01,female,Individual,8,156,7.33,79.44,17.33
6339c5e294c9c82f2a4a30cc,2022-10-02,2022-10-02,male,Individual,12,0,1,1,0
62b2ede60c7c8d74ce37f222,2022-06-22,2022-06-22,female,Official,7534,36439,48.83,186.14,212.53
6339495f94c9c82f2a4a13c9,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1,1,0
633b09ff08aa4f2581ad57d6,2022-10-03,2022-10-03,female,Individual,18,0,7,91,0
6336953838c52fb3346eb054,2022-09-30,2022-09-30,iPreferNotToSay,Individual,4,0,5.97,13,0
62abcb6c31a8cf0ebba80fcf,2022-06-17,2022-06-17,male,Individual,2,0,1.67,9,0
630d1eb536b95fd63e04e429,2022-08-29,2022-08-29,female,Official,2275,31718,69.11,215.77,478.95
6336c78030b4f027e73af10e,2022-09-30,2022-09-30,male,Individual,192,0,3.18,48.18,0
62f35d3ba92caa858e52ae21,2022-08-10,2022-08-10,male,Individual,13,0,1,1.5,0
63378a0494c9c82f2a498ad8,2022-10-01,2022-10-01,iPreferNotToSay,Individual,2,0,2,20,0
633772ed94c9c82f2a498294,2022-09-30,2022-09-30,iPreferNotToSay,Individual,3,0,4.75,29.75,0
6334d94230b4f027e73ab025,2022-09-28,2022-09-28,iPreferNotToSay,Individual,,0,4,20,0
6338a5ed08aa4f2581acad86,2022-10-01,2022-10-01,iPreferNotToSay,Individual,1,0,1,2,0
63378de494c9c82f2a498c07,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,2,0
633965f194c9c82f2a4a1942,2022-10-02,2022-10-02,male,Individual,1,0,1,4,0
62bde008026081ca85919fcd,2022-06-30,2022-06-30,male,Individual,141,0,4.85,24.23,0
633a1e7108aa4f2581ad1c4e,2022-10-02,2022-10-02,female,Individual,9,488,3.78,16.65,21.22
633a46dc08aa4f2581ad2a9e,2022-10-03,2022-10-03,female,Individual,,0,2,18,0
6339359194c9c82f2a4a0f54,2022-10-02,2022-10-02,male,Individual,,0,1,3,0
633ad9e994c9c82f2a4a807a,2022-10-03,2022-10-03,male,Individual,,0,2,6,0
633783ec94c9c82f2a49892f,2022-10-01,2022-10-01,female,Individual,,0,3,38,0
63288a3bf4d17a7f05317568,2022-09-19,2022-09-19,male,Individual,,0,1,3,0
6337879708aa4f2581ac5d76,2022-10-01,2022-10-01,iPreferNotToSay,Individual,57,6167,2.84,36.62,166.68
6339251294c9c82f2a4a0925,2022-10-02,2022-10-02,female,Individual,421,2019,4.72,31.11,15.9
6324e010fafcf1959a1e6060,2022-09-16,2022-10-02,iPreferNotToSay,Individual,3,0,2.8,23.9,0
6337b83894c9c82f2a499739,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,0.5,0
6339849094c9c82f2a4a1fe9,2022-10-02,2022-10-02,female,Official,54,395,7.45,61.82,35.91
63388a9894c9c82f2a49cc54,2022-10-01,2022-10-01,iPreferNotToSay,Individual,2,0,1,0,0
6338516394c9c82f2a49ba8e,2022-10-01,2022-10-01,male,Individual,,0,1.5,1,0
62bb238efe47f43f747d44bb,2022-06-28,2022-06-28,female,Official,18329,70465,34.11,216.67,414.83
633861cb94c9c82f2a49be9c,2022-10-01,2022-10-01,iPreferNotToSay,Individual,2,0,1,1,0
630c920f44af59737dcf478f,2022-08-29,2022-08-29,female,Official,9051,355017,6.81,85.35,144.01
6339219208aa4f2581acd19e,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,1.33,8,0
632d6174db77210b5ad60f3d,2022-09-23,2022-09-23,female,Individual,656,4244,22.15,107.18,71.82
63378bd808aa4f2581ac5ebe,2022-10-01,2022-10-01,female,Individual,26,0,4.2,36.8,0
62c7e84595d3ce39a36dfea3,2022-07-08,2022-07-08,male,Individual,6,0,2.61,5.39,0
627d248ee640be23e8dd8d76,2022-05-12,2022-05-12,male,Individual,1,0,2.5,11,0
6338efb908aa4f2581acc44a,2022-10-02,2022-10-02,female,Official,986,4599,17.06,278.39,127.75
63352e9a38c52fb3346e8041,2022-09-29,2022-09-29,iPreferNotToSay,Individual,,0,3.91,6.64,0
6338629308aa4f2581ac9715,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,3.4,43.6,0
63380c9c08aa4f2581ac80f7,2022-10-01,2022-10-01,male,Individual,45,0,1.5,2.07,0
633a24b794c9c82f2a4a562c,2022-10-02,2022-10-02,female,Individual,,0,1,4,0
633aeb4408aa4f2581ad51b2,2022-10-03,2022-10-03,male,Individual,,0,1.5,4,0
633b754908aa4f2581ad7a31,2022-10-03,2022-10-03,male,Individual,,0,1,2.5,0
6339c01194c9c82f2a4a2ed5,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,5,44,0
63389ebe08aa4f2581acaba3,2022-10-01,2022-10-01,female,Individual,22,0,2.67,32.33,0
6338f65b08aa4f2581acc643,2022-10-02,2022-10-02,female,Individual,104,0,14.75,266,0
633a0deb94c9c82f2a4a4e6a,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,5,0
6338258a94c9c82f2a49aedb,2022-10-01,2022-10-01,female,Official,18,0,14,105,0
6339c5ae94c9c82f2a4a30bf,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,5,0
6338ab0f08aa4f2581acaf1e,2022-10-01,2022-10-01,female,Individual,2,0,2.5,11,0
6338a33c08aa4f2581acacc7,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,1,0,0
633a2c0a94c9c82f2a4a5817,2022-10-03,2022-10-03,iPreferNotToSay,Individual,3,14,3.9,46.67,0.67
6339e78594c9c82f2a4a3ec3,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,4,0
633751e408aa4f2581ac4b47,2022-09-30,2022-10-01,iPreferNotToSay,Individual,3,0,1,10,0
626215fb0ca5be1f827c8f87,2022-04-22,2022-04-22,iPreferNotToSay,Individual,4,0,6,31.6,0
62428045ed27fe50837351c5,2022-03-29,2022-03-29,female,Official,682,518,9.85,124.91,21.17
63378d5d08aa4f2581ac5f0b,2022-10-01,2022-10-01,female,Individual,187,99,6.33,127.61,5.5
63397f0494c9c82f2a4a1e63,2022-10-02,2022-10-02,male,Individual,,0,1,0,0
633aed3f08aa4f2581ad520a,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,,0,0,0
6253a35cc0dc551157afa164,2022-04-11,2022-04-13,female,Individual,9,0,1,1,0
63287ba1fafcf11fdf1fa534,2022-09-19,2022-09-19,female,Official,150,2,4.78,42.22,0.22
624f31eab215213a7209314d,2022-04-07,2022-04-07,female,Official,25888,33144,23.19,250.74,80.6
6337fd0394c9c82f2a49a64e,2022-10-01,2022-10-01,iPreferNotToSay,Individual,1,0,2,10,0
63370c170c8ab2b1b94c3727,2022-09-30,2022-10-01,iPreferNotToSay,Individual,,0,2,12,0
633ab47a08aa4f2581ad4444,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,,0,0,0
6339144a08aa4f2581accd5a,2022-10-02,2022-10-02,female,Individual,,0,3,25,0
629283e0f5953b72a350e644,2022-05-28,2022-10-02,male,Individual,,0,1,3,0
6330aa3dd177d1a04805e647,2022-09-25,2022-09-25,female,Individual,91,106,6.5,100.05,2.41
6338787508aa4f2581ac9eac,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,2,5,0
633a335608aa4f2581ad217f,2022-10-03,2022-10-03,male,Individual,,0,1,0,0
62bb2adffe47f447837d4693,2022-06-28,2022-06-28,female,Official,11244,30596,23.54,136.26,143.85
63399c0594c9c82f2a4a2577,2022-10-02,2022-10-02,female,Individual,10,0,9.5,97,0
63391aad08aa4f2581accf8d,2022-10-02,2022-10-02,male,Individual,,0,1,2,0
633a1cf794c9c82f2a4a540c,2022-10-02,2022-10-02,female,Official,581,2638,6.09,71.98,26.38
62f7a4d0f85e26c9a88d2d3f,2022-08-13,2022-08-13,female,Individual,2,0,1.67,4.67,0
6337116608aa4f2581ac37ca,2022-09-30,2022-09-30,female,Official,5027,136021,3.39,28.64,26.66
630db345b5f77282776a6d37,2022-08-30,2022-08-30,female,Official,2175,32458,23.75,77.4,165.31
6318ac21e5b4822695406eb4,2022-09-07,2022-09-07,female,Official,66,29,5.94,44.35,4.88
633ad03394c9c82f2a4a7e23,2022-10-03,2022-10-03,female,Individual,736,3823,9.19,135.7,59.73
628e710bed7179e541953926,2022-05-25,2022-05-25,male,Individual,34,0,1.5,21,0
63396b4208aa4f2581ace147,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,9.5,68.5,0
6338263c94c9c82f2a49af21,2022-10-01,2022-10-01,female,Official,6277,90957,7.82,69.98,37.66
62b223d47a0cc5b2e353b47d,2022-06-21,2022-06-25,female,Official,17563,48444,5.18,52.52,31.16
62ad3a0cf4e066366f1ee349,2022-06-18,2022-06-18,male,Individual,8,69,2.25,25.25,17.25
6222007977aabb6c0a52b510,2022-03-04,2022-03-04,male,Official,173,1960,1.54,7.25,13.57
633b074894c9c82f2a4a8a52,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,0,0
63388ba794c9c82f2a49ccc7,2022-10-01,2022-10-01,iPreferNotToSay,Individual,2,0,3,12,0
633a3f4908aa4f2581ad28b9,2022-10-03,2022-10-03,iPreferNotToSay,Individual,4,0,3,9.67,0
62f676971e7906dffd066ea1,2022-08-12,2022-08-12,female,Official,2004,45240,7.12,54.27,120
62437c20ed27fe706a73a95c,2022-03-29,2022-03-29,iPreferNotToSay,Individual,,0,1,3,0
6337867494c9c82f2a4989e5,2022-10-01,2022-10-01,male,Official,2594,15412,6.17,82.6,18.64
633b059508aa4f2581ad56f0,2022-10-03,2022-10-03,male,Individual,,0,2,10,0
633a618294c9c82f2a4a65d2,2022-10-03,2022-10-03,male,Individual,,0,1,0.5,0
633a3e1094c9c82f2a4a5dbf,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,2,0
6339a01594c9c82f2a4a2614,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,9,0
62ac80231f305d331602637a,2022-06-17,2022-06-17,male,Individual,322,0,3.53,68.82,0
6337b34994c9c82f2a4995e6,2022-10-01,2022-10-01,male,Individual,,0,1.25,1.62,0
62bdcf83026081a7fb9196eb,2022-06-30,2022-06-30,female,Official,9180,17055,5.15,55.17,24.57
6338ba0b08aa4f2581acb467,2022-10-01,2022-10-01,female,Individual,5,0,6,54,0
62312480a2547927beb23ba6,2022-03-15,2022-03-15,female,Individual,365,6,7,46.85,0.42
6337ddd494c9c82f2a49a0c6,2022-10-01,2022-10-01,male,Individual,,0,14,48,0
622f2db1a2547946a9b17841,2022-03-14,2022-03-14,female,Official,22,2189,4.41,26.95,19.37
6338e13908aa4f2581acbf46,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,8,0
632e7074d177d102c5053fe7,2022-09-24,2022-09-25,iPreferNotToSay,Individual,50,0,4.1,47.1,0
62ffb4b3ab766dd73cf76b51,2022-08-19,2022-08-19,male,Individual,,0,2,5,0
6338936108aa4f2581aca779,2022-10-01,2022-10-01,male,Individual,,0,4,26,0
630e295436b95f466c0511f6,2022-08-30,2022-08-30,female,Official,2225,31933,3.74,23.32,41.23
61fbb83fa2f89491e7b72b93,2022-02-03,2022-02-03,female,Official,404,593,40.17,31.85,25.09
6339a32594c9c82f2a4a26c8,2022-10-02,2022-10-02,iPreferNotToSay,Individual,1,0,2.5,6.25,0
6339c13094c9c82f2a4a2f53,2022-10-02,2022-10-02,iPreferNotToSay,Individual,2,0,2,16,0
633b134a94c9c82f2a4a8d13,2022-10-03,2022-10-03,female,Individual,2,0,3,19,0
633b51c394c9c82f2a4aa1cd,2022-10-03,2022-10-03,male,Individual,,0,1,2,0
63331b61d177d1db040667bf,2022-09-27,2022-09-28,male,Individual,97,0,3.96,30.92,0
632f212b127d39f812884121,2022-09-24,2022-09-24,iPreferNotToSay,Individual,,0,6.05,20.19,0
6339c36008aa4f2581acf846,2022-10-02,2022-10-02,iPreferNotToSay,Individual,,0,2,13,0
633ad82094c9c82f2a4a8005,2022-10-03,2022-10-03,female,Individual,,0,1,1,0
633acb2808aa4f2581ad4a0c,2022-10-03,2022-10-03,male,Individual,5,0,2.37,5.32,0
63382a8f94c9c82f2a49b019,2022-10-01,2022-10-01,male,Individual,,0,1,0,0
6337916e94c9c82f2a498cbd,2022-10-01,2022-10-01,male,Individual,,0,1,1,0
633b2c0508aa4f2581ad616f,2022-10-03,2022-10-03,female,Individual,,0,2.5,30,0
633ab71d08aa4f2581ad451c,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,1,0,0
6262345b0ca5be0b587c9ecc,2022-04-22,2022-04-22,female,Individual,216,166,13.4,111.8,67.4
6335346630b4f027e73abef5,2022-09-29,2022-09-29,female,Individual,142,579,26.58,101.68,30.47
63397d8094c9c82f2a4a1df9,2022-10-02,2022-10-02,female,Official,915,20353,37.64,95.85,251.27
6339984794c9c82f2a4a24b3,2022-10-02,2022-10-02,male,Individual,,0,4.5,23,0
633880ae08aa4f2581aca0e8,2022-10-01,2022-10-01,female,Individual,55,0,3.27,28.91,0
632e4f45127d391c5688115a,2022-09-24,2022-10-02,iPreferNotToSay,Individual,,0,1,2,0
6337fe8d94c9c82f2a49a696,2022-10-01,2022-10-01,iPreferNotToSay,Individual,,0,2.33,7,0
632c9d5edb772154f1d58a06,2022-09-22,2022-09-22,male,Individual,2,0,1.5,4.5,0
633b576894c9c82f2a4aa3ec,2022-10-03,2022-10-03,iPreferNotToSay,Individual,,0,4,26,0
